id,x,y
711,1612955.543,4841890.26
712,1612958.044,4841750.161
713,1612963.72,4840104.38
714,1612963.74,4842116.82
715,1612963.94,4840114.07
716,1612964.45,4842390.2
717,1612965.81,4841144.31
718,1612966.79,4841902.412
719,1612966.81,4841208.63
720,1612966.956,4841337.128
721,1612967.072,4841966.709
722,1612968.958,4840447.376
723,1612969.68,4841549.19
724,1612970.24,4841563.12
725,1612970.48,4840035.06
726,1612971.027,4841537.946
727,1612971.09,4841060.82
728,1612971.31,4841597.35
729,1612971.54,4842112.15
730,1612971.82,4841889.75
731,1612972.21,4841423.05
732,1612972.21,4841911.43
733,1612973.342,4841518.616
734,1612973.63,4842029.02
735,1612975.59,4841707.91
736,1612975.83,4841908.042
737,1612977.356,4841500.884
738,1612977.58,4841234.39
739,1612977.93,4841368.83
740,1612978.32,4841379.04
741,1612978.49,4842168.09
742,1612978.933,4841333.089
743,1612979.694,4841487.643
744,1612980.82,4841135.24
745,1612981.23,4842210.68
746,1612982.48,4842257.82
747,1612984.2,4841462.69
748,1612985.18,4841047.45
749,1612986.83,4842340.37
750,1612987.82,4841054.64
751,1612987.82,4841131.06
752,1612988.87,4840909.14
753,1612988.91,4842369.2
754,1612989.445,4841439.852
755,1612989.84,4840094.41
756,1612990.14,4841039.34
757,1612990.81,4840918.85
758,1612990.98,4840491.14
759,1612991.13,4842427.83
760,1612991.31,4841328.93
761,1612991.82,4840791.67
762,1612992.04,4842452.64
763,1612992.43,4841429.78
764,1612993.31,4840132.01
765,1612997.76,4841125.18
766,1613000,4840980.35
767,1613000.222,4841387.845
768,1613000.66,4841369.38
769,1613002.47,4840843.61
770,1613004.633,4841443.857
771,1613004.91,4840125.48
772,1613005.052,4841363.556
773,1613006.586,4842169.206
774,1613007.706,4841369.609
775,1613007.846,4842191.869
776,1613011.08,4841117.07
777,1613015.17,4840534.3
778,1613015.41,4840633.41
779,1613015.58,4840935.84
780,1613015.581,4841626.809
781,1613015.88,4841506.79
782,1613016.26,4841562.4
783,1613016.62,4841596.64
784,1613017.09,4842256.41
785,1613017.86,4841494.88
786,1613020,4841023
787,1613020.24,4841211.91
788,1613024.82,4841356.66
789,1613026.501,4841107.997
790,1613026.71,4841713.55
791,1613029.26,4841066.22
792,1613029.28,4841364.37
793,1613033.96,4841385.46
794,1613036.32,4841123.02
795,1613036.822,4841474.24
796,1613036.837,4840047.142
797,1613038.136,4841504.886
798,1613039.04,4841016.05
799,1613039.26,4840959.77
800,1613040.532,4841100.048
801,1613042.94,4842120.8
802,1613045.48,4841096.58
803,1613049.42,4841115.54
804,1613049.47,4841343.5
805,1613049.684,4841438.992
806,1613051.647,4840586.216
807,1613051.73,4841121.71
808,1613052.5,4841908.85
809,1613054.35,4841475.67
810,1613054.806,4841507.353
811,1613055.28,4841540.23
812,1613055.28,4841560
813,1613055.82,4842125.33
814,1613055.989,4840628.04
815,1613057.225,4841872.153
816,1613058.28,4841714.72
817,1613059.12,4841090.15
818,1613060.15,4841007.3
819,1613060.189,4841792.212
820,1613060.53,4841373.11
821,1613061.676,4840096.434
822,1613061.79,4840688.61
823,1613063.33,4842103.48
824,1613065.68,4840061.962
825,1613066.07,4841147.45
826,1613069.21,4840755.94
827,1613069.508,4841112.016
828,1613069.871,4841084.11
829,1613070.03,4841184.24
830,1613070.11,4841370.02
831,1613072.63,4841110.4
832,1613074.396,4841139.374
833,1613075.13,4840624.58
834,1613075.234,4840057.808
835,1613075.35,4841146.13
836,1613076.615,4841118.817
837,1613077.24,4840776.36
838,1613078.757,4840087.694
839,1613080.01,4840315.43
840,1613085.15,4841153.5
841,1613085.25,4841434.27
842,1613086.14,4841074.97
843,1613086.295,4841113.588
844,1613086.554,4841294.841
845,1613088.443,4840562.234
846,1613089.04,4841556.93
847,1613091.12,4841474.74
848,1613093.798,4841902.938
849,1613094.134,4840048.254
850,1613094.49,4841169.236
851,1613094.73,4840800
852,1613095.153,4841020.326
853,1613096.44,4840350.41
854,1613097.552,4840491.383
855,1613098.28,4841151.68
856,1613098.58,4841326.64
857,1613099.5,4842233.43
858,1613101.12,4841351.39
859,1613102.89,4842379.1
860,1613104.69,4842305.46
861,1613104.792,4840074.373
862,1613105.027,4841888.62
863,1613105.34,4841162.58
864,1613105.948,4841287.437
865,1613105.96,4841401.22
866,1613108.43,4841437.67
867,1613110.453,4841463.14
868,1613111.37,4841474.68
869,1613114.71,4841059.53
870,1613115.96,4842303.01
871,1613116.29,4841555.07
872,1613118.55,4841484.75
873,1613118.85,4841320.38
874,1613119.01,4841474.24
875,1613119.377,4841945.931
876,1613126.01,4841869.6
877,1613130.67,4840818.37
878,1613130.96,4841553.96
879,1613130.96,4841717.45
880,1613131.061,4841935.445
881,1613131.2,4840424.66
882,1613134.4,4841485.97
883,1613135.74,4841466.52
884,1613140.056,4841441.668
885,1613143.66,4841405.23
886,1613144.93,4840963.02
887,1613145.42,4841311.11
888,1613146.157,4841552.884
889,1613147.25,4841350.28
890,1613147.83,4841037.06
891,1613148.612,4842485.888
892,1613150.31,4841512.38
893,1613151.398,4840563.175
894,1613157.15,4840610.02
895,1613157.643,4841443.58
896,1613158.59,4841126.94
897,1613162.89,4842450.34
898,1613162.96,4841349.92
899,1613165.48,4840276.93
900,1613165.92,4840957.44
901,1613166.05,4840941.25
902,1613166.71,4841021.96
903,1613171.022,4842460.942
904,1613171.51,4842351.56
905,1613171.64,4840946.82
906,1613172.43,4840870.31
907,1613172.63,4841300.38
908,1613179.32,4842226.59
909,1613181.93,4841348.37
910,1613183.06,4840974.21
911,1613185.13,4841446.68
912,1613185.58,4841402.16
913,1613186.853,4841512.857
914,1613187.233,4840999.154
915,1613187.982,4841500.424
916,1613188.318,4840726.569
917,1613189.26,4841292.85
918,1613191.908,4841407.449
919,1613191.92,4842286.83
920,1613192.12,4841719.39
921,1613192.63,4841106.25
922,1613192.88,4841252.42
923,1613193.097,4840679.85
924,1613193.35,4840993.08
925,1613194.61,4842491.47
926,1613200,4841347.39
927,1613200.116,4841398.195
928,1613201.275,4840071.972
929,1613204.38,4840686.875
930,1613205.51,4842435.5
931,1613207.09,4840976.35
932,1613207.6,4841596.39
933,1613208.01,4840277.38
934,1613208.57,4840389.37
935,1613213.7,4841093.61
936,1613214.51,4840599.92
937,1613216.55,4841561.29
938,1613220.96,4841275.97
939,1613222.02,4840937.07
940,1613223.13,4840609.33
941,1613225.028,4841535.493
942,1613225.92,4842329.35
943,1613226.42,4840941.36
944,1613228.12,4840010.67
945,1613228.38,4840922.44
946,1613228.41,4840040.213
947,1613229.94,4840284.99
948,1613231.07,4840005.1
949,1613232.41,4841347.09
950,1613232.548,4840715.151
951,1613232.84,4842185.63
952,1613233.01,4841513.46
953,1613233.95,4841266.88
954,1613235.091,4840699.325
955,1613235.305,4840679.573
956,1613236.198,4840900.598
957,1613240.76,4842163.69
958,1613241.25,4841454.7
959,1613241.383,4840004.809
960,1613243.976,4840661.08
961,1613244.234,4840693.076
962,1613245.18,4840875.662
963,1613246.949,4840870.422
964,1613249.61,4840277.17
965,1613249.68,4841721.79
966,1613249.81,4841257.21
967,1613249.83,4840004.57
968,1613250.06,4841223.5
969,1613251.58,4841070.31
970,1613251.783,4840087.159
971,1613253.88,4841346.57
972,1613253.944,4841326.329
973,1613257.15,4842417.34
974,1613258.07,4840765.78
975,1613258.49,4840717.2
976,1613260.301,4840684.03
977,1613261.031,4840831.904
978,1613261.68,4841617.13
979,1613263.01,4840838.59
980,1613264.35,4841243.5
981,1613267.356,4841571.071
982,1613267.889,4840918.659
983,1613270.17,4840879.61
984,1613270.693,4840664.739
985,1613270.82,4841543.45
986,1613273,4840327.78
987,1613273.306,4840835.738
988,1613273.358,4840824.784
989,1613273.61,4840889.91
990,1613273.8,4842174.9
991,1613274.97,4841210.32
992,1613275.24,4841996
993,1613275.9,4841294.49
994,1613276.4,4840834.75
995,1613277.113,4842475.005
996,1613277.149,4840906.38
997,1613277.26,4841495.82
998,1613277.976,4840635.881
999,1613278.04,4842270.74
1000,1613279.097,4840851.378
1001,1613279.71,4840585.16
1002,1613280.37,4840918.458
1003,1613280.78,4842318.07
1004,1613281.56,4841323.216
1005,1613282.427,4840949.915
1006,1613283.14,4841053.32
1007,1613283.45,4842493.31
1008,1613284.51,4841346.44
1009,1613284.87,4840353.53
1010,1613286.093,4840632.081
1011,1613290.72,4840067.119
1012,1613290.95,4842317.3
1013,1613293.105,4840347.29
1014,1613294.092,4840607.294
1015,1613295.14,4841198.22
1016,1613295.46,4841285.37
1017,1613295.76,4840075.27
1018,1613297.085,4841288.998
1019,1613298.208,4841346.799
1020,1613301.644,4840651.142
1021,1613301.948,4841616.874
1022,1613302.638,4840325.078
1023,1613304.408,4840787.007
1024,1613307.577,4841285.437
1025,1613308.198,4841577.5
1026,1613309.064,4840590.338
1027,1613310.376,4840826.042
1028,1613311.478,4841349.891
1029,1613312.524,4840812.039
1030,1613313.379,4841186.599
1031,1613315.02,4841282.91
1032,1613315.29,4842397.16
1033,1613316.735,4840824.086
1034,1613318.014,4840839.746
1035,1613320.278,4841016.705
1036,1613321.28,4840558.96
1037,1613322.99,4841259.45
1038,1613327.52,4840657.005
1039,1613328.112,4841278.46
1040,1613329.24,4841014.292
1041,1613332.87,4841028.52
1042,1613335.256,4842072.091
1043,1613335.512,4842453.778
1044,1613337.824,4841253.029
1045,1613341.273,4841170.538
1046,1613341.42,4841582.73
1047,1613341.82,4842471.44
1048,1613343.66,4842054.94
1049,1613344.319,4841272.719
1050,1613347.916,4840254.871
1051,1613350.19,4842312.38
1052,1613351.16,4840570.33
1053,1613353.686,4841878.867
1054,1613358.56,4841470.99
1055,1613359.41,4841722.99
1056,1613360.86,4840226.29
1057,1613365.491,4841155.873
1058,1613367.93,4840316.35
1059,1613368.63,4841221.03
1060,1613369.89,4840592.38
1061,1613371.592,4840621.312
1062,1613372.837,4840605.494
1063,1613374.31,4842384.27
1064,1613374.87,4841364.66
1065,1613375.42,4840652.49
1066,1613376.09,4840248.87
1067,1613378.06,4840628.74
1068,1613380.058,4841258.814
1069,1613382.57,4840397.327
1070,1613383.34,4840690.49
1071,1613384.18,4841324.65
1072,1613384.5,4842000
1073,1613384.59,4841366.95
1074,1613386.355,4840584.259
1075,1613387.434,4841881.074
1076,1613388.023,4841141.427
1077,1613388.66,4842213.23
1078,1613388.79,4841721.79
1079,1613389.524,4840383.697
1080,1613391.98,4841376.2
1081,1613393.59,4841473.56
1082,1613394.86,4840260.84
1083,1613395,4841209.94
1084,1613395.38,4841369.35
1085,1613395.48,4840705.27
1086,1613395.98,4841591.72
1087,1613396.288,4841154.161
1088,1613397.95,4842451.16
1089,1613398.224,4840577.601
1090,1613399.092,4840561.1
1091,1613399.702,4840597.09
1092,1613402.031,4840407.344
1093,1613406.634,4841130.416
1094,1613412.54,4841148.19
1095,1613416.036,4840381.049
1096,1613416.252,4840484.499
1097,1613417.42,4842305.92
1098,1613418.61,4842136.44
1099,1613419.17,4840209.84
1100,1613422.753,4841207.62
1101,1613422.94,4840721.63
1102,1613428.341,4840450.287
1103,1613431.38,4840581.24
1104,1613432.99,4840191.41
1105,1613433.5,4840651.96
1106,1613435.08,4840721.63
1107,1613435.59,4840529.23
1108,1613436.63,4842371.64
1109,1613436.93,4840770.59
1110,1613437.111,4841210.643
1111,1613437.206,4840742.192
1112,1613437.5,4842383.46
1113,1613437.685,4841381.432
1114,1613437.915,4841352.67
1115,1613438.53,4840983.42
1116,1613438.65,4841325.484
1117,1613439.19,4842365.4
1118,1613439.376,4841297.652
1119,1613439.55,4842169.91
1120,1613443.871,4840288.776
1121,1613448.22,4842431.87
1122,1613448.87,4840211.89
1123,1613449.841,4840795.272
1124,1613451.581,4840463.881
1125,1613451.64,4840917.4
1126,1613452.47,4842421.42
1127,1613453.59,4842302.56
1128,1613454.911,4840401.092
1129,1613456.653,4840753.516
1130,1613458.244,4842213.313
1131,1613458.676,4841297.652
1132,1613461.571,4841301.512
1133,1613462.18,4840171.96
1134,1613469.226,4841204.975
1135,1613471.11,4842260.411
1136,1613474.67,4840270.6
1137,1613477.723,4842229.212
1138,1613484,4841394.66
1139,1613484.53,4842293.42
1140,1613486.079,4842166.49
1141,1613487.52,4842249.45
1142,1613487.916,4840349.784
1143,1613488.57,4841223.34
1144,1613489.923,4842236.975
1145,1613490.118,4841368.554
1146,1613491.481,4842262.03
1147,1613493.26,4842158.12
1148,1613494.67,4841326.34
1149,1613495.347,4841300.789
1150,1613495.57,4841078.29
1151,1613495.59,4842253.328
1152,1613497,4840241.58
1153,1613497.19,4840378.43
1154,1613497.361,4842274.295
1155,1613500.43,4841399.35
1156,1613502.66,4842108.87
1157,1613503.989,4841096.514
1158,1613504.262,4842247.212
1159,1613504.756,4841374.13
1160,1613510.53,4842358.28
1161,1613510.745,4842248.509
1162,1613512.549,4841115.046
1163,1613512.968,4842276.664
1164,1613513.48,4841403.19
1165,1613515.21,4842040.62
1166,1613519.14,4841062.05
1167,1613520.55,4841426.65
1168,1613521.704,4841393.198
1169,1613522.415,4842257.955
1170,1613522.447,4842266.248
1171,1613522.83,4841367.43
1172,1613526.528,4842401.81
1173,1613529.09,4841607.31
1174,1613531.51,4841967.73
1175,1613531.83,4841176.96
1176,1613534.32,4841214.88
1177,1613534.454,4840296.925
1178,1613538.22,4841165.81
1179,1613538.712,4841408.543
1180,1613539.07,4841307.37
1181,1613539.7,4841177.488
1182,1613540.181,4842274.138
1183,1613543.59,4840058.81
1184,1613544.22,4841104.31
1185,1613544.32,4841378.74
1186,1613544.33,4841491.23
1187,1613544.6,4841082.77
1188,1613545.99,4841147.75
1189,1613548.598,4841115.93
1190,1613550.06,4841161.54
1191,1613553.57,4841145.58
1192,1613554.191,4841412.889
1193,1613554.58,4841153.73
1194,1613554.972,4841178.521
1195,1613555.86,4841139.52
1196,1613559.21,4841154.37
1197,1613559.834,4841237.399
1198,1613559.86,4841010.71
1199,1613560.577,4840292.613
1200,1613563.3,4841492.2
1201,1613565.353,4841118.128
1202,1613566.736,4840993.588
1203,1613567.15,4841381.42
1204,1613568.983,4840271.088
1205,1613569.19,4840047.04
1206,1613573.04,4841929.52
1207,1613573.54,4840624.17
1208,1613573.982,4840967.499
1209,1613576.506,4840704.89
1210,1613577.1,4840645.12
1211,1613577.32,4840726.25
1212,1613577.664,4840202.142
1213,1613578.04,4840586.31
1214,1613579.35,4840800
1215,1613579.51,4841160.32
1216,1613580,4841042.35
1217,1613581.14,4841151.88
1218,1613584.59,4841042.25
1219,1613585.66,4840709.04
1220,1613589.643,4840268.02
1221,1613591.972,4842126.37
1222,1613593.05,4840970.65
1223,1613594.08,4840581.36
1224,1613594.38,4841004.44
1225,1613595.46,4842153.03
1226,1613600,4840550.38
1227,1613600,4840586.2
1228,1613600,4840705.54
1229,1613600,4841165.22
1230,1613601.659,4841155.363
1231,1613604.27,4842058.87
1232,1613605.27,4840994.17
1233,1613605.704,4841122.556
1234,1613608.173,4840252.757
1235,1613610.711,4841050.801
1236,1613611.08,4842191.78
1237,1613613.862,4840184.677
1238,1613617.7,4840041.76
1239,1613619.11,4841981.56
1240,1613622.35,4841700.34
1241,1613623.871,4840678.78
1242,1613626.49,4840054.47
1243,1613628.07,4840642.65
1244,1613630.16,4840657.2
1245,1613630.424,4840619.899
1246,1613632.69,4841621.7
1247,1613633.22,4840239.22
1248,1613637.201,4840218.841
1249,1613638.776,4840235.192
1250,1613649.77,4841623.69
1251,1613650.13,4840021.34
1252,1613650.63,4841337.25
1253,1613651.24,4841300.77
1254,1613651.67,4840632.38
1255,1613652.74,4842355.6
1256,1613654.57,4842023.03
1257,1613655.03,4841552.2
1258,1613655.37,4841331.8
1259,1613657.1,4840649
1260,1613657.34,4841311.96
1261,1613669.8,4840014.43
1262,1613670.09,4840155.91
1263,1613670.43,4841519.19
1264,1613670.7,4841056.69
1265,1613675.14,4841835.11
1266,1613676.66,4840638.73
1267,1613677.72,4840003.07
1268,1613679.232,4840798.243
1269,1613691.99,4841497.73
1270,1613694.68,4842327.75
1271,1613698.2,4840133.77
1272,1613701.62,4841630.59
1273,1613706.725,4840002.027
1274,1613708.58,4840885.39
1275,1613712.148,4840009.065
1276,1613713.96,4840103.93
1277,1613717.31,4842153.29
1278,1613719.32,4840011.474
1279,1613721.09,4841893.55
1280,1613722.68,4840880.74
1281,1613724.663,4842027.556
1282,1613726.457,4840006.587
1283,1613726.466,4840160.469
1284,1613730.064,4840000.175
1285,1613730.54,4842381.54
1286,1613732.54,4840087.22
1287,1613735.562,4842049.962
1288,1613740.74,4841773.51
1289,1613746.24,4841529.71
1290,1613746.934,4842044.6
1291,1613752.79,4841339.39
1292,1613752.99,4840931.7
1293,1613754.93,4840877.41
1294,1613756.86,4841398.21
1295,1613764.878,4841747.849
1296,1613768.73,4841950.97
1297,1613770.67,4840936.37
1298,1613772.623,4842002.82
1299,1613774.98,4841729.92
1300,1613776.12,4840069.32
1301,1613778.06,4841349.717
1302,1613778.814,4842065.141
1303,1613781.76,4841758.97
1304,1613782.08,4840639.12
1305,1613783.77,4840372.46
1306,1613784.06,4841850.34
1307,1613785.82,4841641.4
1308,1613792.1,4841726.36
1309,1613794.35,4841982.81
1310,1613795.18,4840605.32
1311,1613800.82,4841524.39
1312,1613801.783,4840114.1
1313,1613802.768,4841718.424
1314,1613803.15,4841295.94
1315,1613804.39,4840029.82
1316,1613804.798,4842059.704
1317,1613811.12,4840897.87
1318,1613811.62,4840990.87
1319,1613812.54,4841027.41
1320,1613812.96,4841263.16
1321,1613814.33,4841427.6
1322,1613814.72,4842388.39
1323,1613816.76,4840999.38
1324,1613817.27,4841418.68
1325,1613817.58,4841776.49
1326,1613821.11,4841215.64
1327,1613824.62,4841918.31
1328,1613824.64,4841266.69
1329,1613826.87,4841184.22
1330,1613827.62,4840975.12
1331,1613830.26,4842112.26
1332,1613830.34,4840061.59
1333,1613832.19,4840899.96
1334,1613832.51,4841527.88
1335,1613832.99,4841371.05
1336,1613835.325,4840016.33
1337,1613836.13,4840557.58
1338,1613842.769,4840084.635
1339,1613842.976,4840096.148
1340,1613844.72,4840056.022
1341,1613845.006,4840037.729
1342,1613845.462,4840558.278
1343,1613848.61,4840321.69
1344,1613851.287,4840035.062
1345,1613853.343,4840026.77
1346,1613857.17,4842102.34
1347,1613857.871,4840058.985
1348,1613858.04,4841190.71
1349,1613858.612,4840038.425
1350,1613860.06,4840913.64
1351,1613861.576,4840046.575
1352,1613863.51,4841893.12
1353,1613863.9,4841283.35
1354,1613866.29,4841438.47
1355,1613867.8,4841024.72
1356,1613876.09,4841408.92
1357,1613877.19,4841095.32
1358,1613878.348,4842430.381
1359,1613881.56,4840048.04
1360,1613886.05,4840860.43
1361,1613887.11,4841035.88
1362,1613887.21,4841291.86
1363,1613887.55,4841181.78
1364,1613893.52,4841445.32
1365,1613893.772,4840064.693
1366,1613895.55,4841844.13
1367,1613897.45,4840294.28
1368,1613900.14,4840442.55
1369,1613903.1,4841152.29
1370,1613903.29,4841802.7
1371,1613905.54,4841867.33
1372,1613906.91,4840558.36
1373,1613911.42,4841041.23
1374,1613912.43,4840425.15
1375,1613913.32,4840450.87
1376,1613914.8,4841982.95
1377,1613918.56,4842079.71
1378,1613919.16,4841733.88
1379,1613920.29,4841189.06
1380,1613927,4840465.8
1381,1613931.11,4840793.46
1382,1613933.6,4840410.57
1383,1613937.83,4841112.86
1384,1613939.02,4841309.5
1385,1613940.65,4840025.13
1386,1613946.08,4841816.1
1387,1613949.96,4840986.42
1388,1613954.46,4841837.37
1389,1613956.552,4840047.043
1390,1613956.592,4840638.109
1391,1613959.746,4840523.573
1392,1613965.99,4841462.49
1393,1613966.73,4841822.57
1394,1613969.15,4840731.27
1395,1613971.04,4840531.4
1396,1613976.18,4841411.42
1397,1613981.39,4840678.79
1398,1613985.64,4840649.45
1399,1613985.7,4840832.37
1400,1613989.59,4840577.84
1401,1613990.2,4841203.54
1402,1613992.88,4841945.01
1403,1613995.87,4841171.92
1404,1613996.08,4841954.03
